customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
EB66698,Cali,M,High School or Below,0,86689,85,0,Corporate Auto,Two-Door Car,408
OT52034,Cali,M,Bachelor,0,24204,99,0,Personal Auto,Four-Door Car,707
CH85444,Oregon,M,College,0,25943,110,0,Corporate Auto,Two-Door Car,1067
PU85769,Cali,M,High School or Below,0,0,73,0,Personal Auto,Four-Door Car,807
UI73201,Cali,M,College,0,62375,92,0,Personal Auto,Two-Door Car,618
SL50592,Cali,F,High School or Below,0,0,71,0,Corporate Auto,Four-Door Car,404
XP11075,Arizona,M,Bachelor,0,0,148,0,Personal Auto,SUV,710
SI31236,Oregon,M,Bachelor,0,70200,65,0,Corporate Auto,Four-Door Car,312
JN26745,Nevada,F,Bachelor,0,0,112,0,Special Auto,Four-Door Car,707
VK48036,Oregon,F,College,0,79027,70,0,Corporate Auto,Four-Door Car,336
JX76668,Washington,F,High School or Below,0,62935,141,0,Personal Auto,Sports Car,232
DS45802,Cali,F,High School or Below,0,26893,68,0,Personal Auto,Four-Door Car,68
OA96690,Oregon,F,High School or Below,0,47406,94,0,Personal Auto,Four-Door Car,287
EM27919,Cali,M,Bachelor,0,17622,65,0,Personal Auto,Four-Door Car,312
QO41043,Oregon,F,College,0,27572,124,0,Corporate Auto,SUV,595
OV50124,Oregon,F,College,0,0,72,0,Personal Auto,Two-Door Car,391
PR31642,Oregon,F,Bachelor,0,32802,114,0,Personal Auto,SUV,547
BU41599,Washington,F,Master,0,62739,70,0,Personal Auto,Two-Door Car,239
TK30357,Cali,F,Bachelor,0,90844,118,0,Personal Auto,SUV,232
NF31087,Nevada,F,High School or Below,0,44685,69,0,Personal Auto,Four-Door Car,331
NH16984,Cali,F,Bachelor,0,0,80,0,Personal Auto,Four-Door Car,336
OS75493,Cali,F,High School or Below,0,42589,98,0,Corporate Auto,Four-Door Car,470
VT63298,Oregon,M,Bachelor,0,0,72,0,Personal Auto,Four-Door Car,345
QS75550,Washington,F,Bachelors,0,93383,62,0,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,F,High School or Below,0,79583,109,0,Personal Auto,Four-Door Car,523
VM92311,Arizona,F,High School or Below,0,89129,64,0,Personal Auto,Four-Door Car,328
NJ46849,Arizona,M,College,0,0,69,0,Personal Auto,Four-Door Car,496
WZ31900,Oregon,F,Bachelor,0,94389,107,0,Corporate Auto,SUV,85
RG30482,Oregon,F,College,0,0,197,0,Personal Auto,SUV,1418
ZM86949,Oregon,F,High School or Below,0,84106,64,0,Personal Auto,Two-Door Car,334
QQ39596,Arizona,F,College,0,0,69,0,Personal Auto,Four-Door Car,42
FH51383,Cali,F,High School or Below,0,76717,66,0,Personal Auto,Two-Door Car,300
BJ53923,Arizona,M,High School or Below,0,51978,66,0,Corporate Auto,Four-Door Car,144
CZ96653,Oregon,F,Bachelor,0,47325,107,0,Personal Auto,SUV,64
FB23788,Oregon,M,High School or Below,0,86721,111,0,Corporate Auto,SUV,532
NT43594,Nevada,F,Bachelor,0,24910,63,0,Personal Auto,Four-Door Car,347
RJ85627,Washington,F,Bachelor,0,43817,62,0,Personal Auto,Four-Door Car,245
KJ86296,Oregon,M,High School or Below,0,0,73,0,Personal Auto,Four-Door Car,525
PI47776,Oregon,F,Bachelor,0,89451,63,0,Corporate Auto,Four-Door Car,61
MD73554,Cali,M,College,0,59537,66,0,Personal Auto,Two-Door Car,316
UX92071,Oregon,M,High School or Below,0,0,199,0,Personal Auto,Luxury SUV,955
YG44474,Oregon,M,College,0,54193,117,0,Corporate Auto,SUV,720
UH45301,Oregon,M,College,0,86946,118,0,Personal Auto,Four-Door Car,340
RY92647,Cali,F,Bachelor,0,0,92,0,Personal Auto,Four-Door Car,546
IK12620,Arizona,F,High School or Below,0,12160,109,0,Personal Auto,Four-Door Car,489
GQ66762,Cali,M,College,0,33701,63,0,Personal Auto,Four-Door Car,171
YT69858,Washington,F,Bachelor,0,85702,67,0,Personal Auto,Two-Door Car,249
XD85577,Cali,M,Bachelor,0,69417,73,0,Personal Auto,Four-Door Car,30
TM65736,Oregon,M,Master,0,38644,78,0,Personal Auto,Four-Door Car,361
VJ51327,Cali,F,High School or Below,0,63209,102,0,Personal Auto,SUV,207
GS98873,Arizona,F,Bachelor,0,16061,88,0,Personal Auto,Four-Door Car,633
CW49887,California,F,Master,0,79487,114,0,Special Auto,SUV,547
MY31220,California,F,College,0,54230,112,0,Personal Auto,Two-Door Car,537
Unknown,Oregon,F,Not Specified,0,36234,83,0,Personal Auto,Other,354
